<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>
SANDP-FUT,1,20140303,184500,1848.4300000,1848.4300000,1846.7000000,1846.7600000
SANDP-FUT,1,20140303,184600,1846.8800000,1847.4000000,1846.8800000,1847.4000000
SANDP-FUT,1,20140303,184700,1847.3800000,1847.3800000,1846.6300000,1846.6300000
SANDP-FUT,1,20140303,184800,1846.6000000,1846.6000000,1846.3000000,1846.3000000
SANDP-FUT,1,20140303,184900,1846.2500000,1846.7100000,1846.1700000,1846.7100000
SANDP-FUT,1,20140303,185000,1846.8300000,1847.1800000,1846.7500000,1846.7500000
SANDP-FUT,1,20140303,185100,1846.6400000,1847.0000000,1846.2000000,1846.5000000
SANDP-FUT,1,20140303,185200,1846.3700000,1846.3700000,1845.7000000,1845.7000000
SANDP-FUT,1,20140303,185300,1846.1300000,1846.5700000,1846.1300000,1846.4600000
SANDP-FUT,1,20140303,185400,1846.4300000,1847.0500000,1846.4300000,1847.0500000
SANDP-FUT,1,20140303,185500,1847.2000000,1847.5000000,1847.2000000,1847.3200000
SANDP-FUT,1,20140303,185600,1847.2800000,1847.2800000,1847.0000000,1847.0000000
SANDP-FUT,1,20140303,185800,1847.0400000,1847.2300000,1847.0400000,1847.1000000
SANDP-FUT,1,20140303,185900,1847.1100000,1847.1200000,1845.5000000,1845.5000000
SANDP-FUT,1,20140303,190000,1845.9000000,1847.6700000,1845.9000000,1847.6700000
SANDP-FUT,1,20140303,190100,1847.8600000,1848.6700000,1847.8600000,1848.0000000
SANDP-FUT,1,20140303,190200,1847.5800000,1847.5800000,1847.1700000,1847.1700000
SANDP-FUT,1,20140303,190300,1847.0000000,1847.0000000,1845.5000000,1845.5000000
SANDP-FUT,1,20140303,190400,1845.4400000,1845.4400000,1845.3000000,1845.3500000
SANDP-FUT,1,20140303,190500,1845.4700000,1845.6000000,1845.4700000,1845.5000000
SANDP-FUT,1,20140303,190700,1845.4300000,1845.4300000,1845.0700000,1845.0700000
SANDP-FUT,1,20140303,190800,1845.0600000,1845.1200000,1845.0000000,1845.1200000
SANDP-FUT,1,20140303,190900,1845.1500000,1845.2400000,1845.0500000,1845.0500000
SANDP-FUT,1,20140303,191000,1844.9500000,1844.9500000,1844.7000000,1844.7000000
SANDP-FUT,1,20140303,191100,1844.2500000,1844.2500000,1842.6100000,1842.6100000
SANDP-FUT,1,20140303,191200,1842.5400000,1842.5400000,1841.5800000,1841.5800000
SANDP-FUT,1,20140303,191300,1841.5000000,1841.5000000,1841.5000000,1841.5000000
SANDP-FUT,1,20140303,191500,1841.5600000,1841.6600000,1841.5600000,1841.6600000
SANDP-FUT,1,20140303,191600,1841.7000000,1841.9000000,1841.4900000,1841.4900000
SANDP-FUT,1,20140303,191700,1841.4000000,1841.4000000,1840.8000000,1840.8000000
SANDP-FUT,1,20140303,191800,1840.8500000,1840.8500000,1840.8500000,1840.8500000
SANDP-FUT,1,20140303,191900,1840.8800000,1841.1700000,1840.8800000,1841.1700000
SANDP-FUT,1,20140303,192000,1841.1300000,1841.1700000,1841.0000000,1841.1000000
SANDP-FUT,1,20140303,192100,1841.2000000,1841.2000000,1841.2000000,1841.2000000
SANDP-FUT,1,20140303,192500,1840.9000000,1840.9000000,1840.6000000,1840.6000000
SANDP-FUT,1,20140303,192600,1840.0000000,1840.7300000,1840.0000000,1840.7300000
SANDP-FUT,1,20140303,192700,1840.8700000,1841.9500000,1840.8700000,1841.7000000
SANDP-FUT,1,20140303,192800,1841.7800000,1841.7800000,1841.7600000,1841.7800000
SANDP-FUT,1,20140303,192900,1841.7700000,1842.0600000,1841.7000000,1842.0600000
SANDP-FUT,1,20140303,193000,1842.1500000,1843.5500000,1842.1500000,1843.5500000
SANDP-FUT,1,20140303,193100,1843.5700000,1843.7000000,1843.5700000,1843.7000000
SANDP-FUT,1,20140303,193400,1843.2500000,1843.2500000,1842.6000000,1842.6000000
SANDP-FUT,1,20140303,193500,1842.5300000,1842.5300000,1842.1000000,1842.2000000
SANDP-FUT,1,20140303,193600,1842.0000000,1842.0000000,1841.2000000,1841.2000000
SANDP-FUT,1,20140303,194400,1841.6200000,1841.9300000,1841.6200000,1841.9300000
SANDP-FUT,1,20140303,194500,1842.0800000,1843.0400000,1842.0800000,1842.8000000
SANDP-FUT,1,20140303,194600,1842.6800000,1842.6800000,1842.6000000,1842.6000000
SANDP-FUT,1,20140303,194700,1842.5000000,1842.5000000,1842.5000000,1842.5000000
SANDP-FUT,1,20140303,195000,1842.0000000,1842.0000000,1842.0000000,1842.0000000
SANDP-FUT,1,20140303,195100,1842.3300000,1843.0000000,1842.3300000,1843.0000000
SANDP-FUT,1,20140303,195200,1843.2000000,1843.5800000,1843.2000000,1843.5800000
SANDP-FUT,1,20140303,195300,1843.5000000,1843.5000000,1843.0000000,1843.0000000
SANDP-FUT,1,20140303,195400,1842.9300000,1842.9300000,1842.8000000,1842.9300000
SANDP-FUT,1,20140303,195500,1842.9400000,1843.0400000,1842.9400000,1843.0000000
SANDP-FUT,1,20140303,195700,1843.5000000,1844.1000000,1843.5000000,1844.1000000
SANDP-FUT,1,20140303,195800,1844.1300000,1844.9800000,1844.1300000,1844.9800000
SANDP-FUT,1,20140303,195900,1845.1400000,1845.4300000,1845.1400000,1845.3200000
SANDP-FUT,1,20140303,200000,1845.2800000,1845.6300000,1845.2800000,1845.5300000
SANDP-FUT,1,20140303,200100,1845.4300000,1845.4500000,1845.3500000,1845.3500000
SANDP-FUT,1,20140303,200200,1845.3400000,1845.3400000,1844.8200000,1844.8200000
SANDP-FUT,1,20140303,200300,1844.7000000,1844.7000000,1844.0000000,1844.0000000
SANDP-FUT,1,20140303,200400,1843.8500000,1843.8500000,1843.8000000,1843.8000000
SANDP-FUT,1,20140303,200500,1843.7900000,1843.7900000,1843.3800000,1843.3800000
SANDP-FUT,1,20140303,200600,1843.3600000,1843.3600000,1842.3600000,1842.3600000
SANDP-FUT,1,20140303,200700,1842.2000000,1842.2000000,1839.9400000,1839.9400000
SANDP-FUT,1,20140303,200800,1839.9300000,1839.9300000,1839.3700000,1839.3700000
SANDP-FUT,1,20140303,200900,1839.3000000,1839.5500000,1839.3000000,1839.5500000
SANDP-FUT,1,20140303,201000,1839.6000000,1839.7300000,1839.6000000,1839.7000000
SANDP-FUT,1,20140303,201100,1839.4700000,1839.4700000,1838.9800000,1838.9800000
SANDP-FUT,1,20140303,201200,1838.8000000,1838.8000000,1838.6000000,1838.7000000
SANDP-FUT,1,20140303,201300,1838.8500000,1839.4000000,1838.8500000,1839.4000000
SANDP-FUT,1,20140303,201400,1839.5000000,1839.9300000,1839.5000000,1839.8000000
SANDP-FUT,1,20140303,201500,1839.6000000,1839.6000000,1839.4000000,1839.4000000
SANDP-FUT,1,20140303,201600,1839.2700000,1839.2700000,1839.0000000,1839.0000000
SANDP-FUT,1,20140303,201700,1839.0000000,1839.0000000,1839.0000000,1839.0000000
SANDP-FUT,1,20140303,201900,1839.1700000,1839.1700000,1839.1700000,1839.1700000
SANDP-FUT,1,20140303,202000,1839.2500000,1840.0300000,1839.2500000,1840.0300000
SANDP-FUT,1,20140303,202100,1840.2000000,1840.2000000,1840.2000000,1840.2000000
SANDP-FUT,1,20140303,202500,1840.6000000,1841.4000000,1840.6000000,1841.4000000
SANDP-FUT,1,20140303,202700,1841.3000000,1841.3000000,1841.2700000,1841.2700000
SANDP-FUT,1,20140303,202800,1841.2000000,1841.2000000,1841.0000000,1841.0000000
SANDP-FUT,1,20140303,202900,1841.4000000,1841.4000000,1841.4000000,1841.4000000
SANDP-FUT,1,20140303,203000,1841.1500000,1841.1500000,1840.8200000,1840.8200000
SANDP-FUT,1,20140303,203100,1840.7500000,1840.7500000,1839.8000000,1839.8000000
SANDP-FUT,1,20140303,203200,1839.7600000,1839.7600000,1839.4500000,1839.4600000
SANDP-FUT,1,20140303,203300,1839.4500000,1840.1300000,1839.4500000,1840.1300000
SANDP-FUT,1,20140303,203400,1840.2600000,1840.2600000,1839.7800000,1839.7800000
SANDP-FUT,1,20140303,203500,1839.7400000,1839.7400000,1839.6000000,1839.6000000
SANDP-FUT,1,20140303,203600,1839.5700000,1839.5700000,1839.5000000,1839.5000000
SANDP-FUT,1,20140303,203900,1839.2300000,1839.2300000,1839.1000000,1839.1000000
SANDP-FUT,1,20140303,204000,1839.0200000,1839.0200000,1838.6100000,1838.7300000
SANDP-FUT,1,20140303,204100,1838.7400000,1840.0000000,1838.7400000,1839.9500000
SANDP-FUT,1,20140303,204200,1839.9200000,1839.9200000,1839.8000000,1839.8000000
SANDP-FUT,1,20140303,204300,1839.6500000,1839.6500000,1839.6500000,1839.6500000
SANDP-FUT,1,20140303,204400,1839.5000000,1839.5000000,1839.5000000,1839.5000000
SANDP-FUT,1,20140303,204500,1839.2500000,1839.2500000,1838.3200000,1838.3200000
SANDP-FUT,1,20140303,204600,1838.2000000,1838.2000000,1837.0000000,1837.0000000
SANDP-FUT,1,20140303,204700,1837.0000000,1837.0000000,1837.0000000,1837.0000000
SANDP-FUT,1,20140303,204800,1836.9300000,1836.9300000,1836.9000000,1836.9000000
SANDP-FUT,1,20140303,204900,1837.0000000,1837.2000000,1837.0000000,1837.2000000
SANDP-FUT,1,20140303,205000,1837.1000000,1837.1300000,1837.1000000,1837.1300000
SANDP-FUT,1,20140303,205100,1837.1000000,1837.2000000,1837.1000000,1837.2000000
SANDP-FUT,1,20140303,205400,1837.1000000,1837.1000000,1837.0700000,1837.0700000
SANDP-FUT,1,20140303,205500,1837.0000000,1837.0000000,1837.0000000,1837.0000000
SANDP-FUT,1,20140303,205600,1836.8800000,1836.8800000,1836.3700000,1836.3700000
SANDP-FUT,1,20140303,205700,1836.2400000,1836.3000000,1835.9800000,1835.9800000
SANDP-FUT,1,20140303,205800,1835.9000000,1835.9000000,1835.8000000,1835.8000000
SANDP-FUT,1,20140303,210000,1835.6000000,1835.6000000,1835.5300000,1835.5300000
SANDP-FUT,1,20140303,210100,1835.3300000,1835.3300000,1834.8500000,1834.8500000
SANDP-FUT,1,20140303,210200,1834.8300000,1834.9000000,1834.5800000,1834.5800000
SANDP-FUT,1,20140303,210300,1834.5300000,1834.5300000,1834.2000000,1834.2000000
SANDP-FUT,1,20140303,210400,1834.1800000,1834.1800000,1834.1700000,1834.1700000
SANDP-FUT,1,20140303,210500,1834.1300000,1834.6000000,1834.0800000,1834.6000000
SANDP-FUT,1,20140303,210600,1834.7000000,1835.1000000,1834.7000000,1835.1000000
SANDP-FUT,1,20140303,210800,1835.1800000,1835.1800000,1835.0900000,1835.0900000
SANDP-FUT,1,20140303,210900,1834.9800000,1834.9800000,1834.1200000,1834.1200000
SANDP-FUT,1,20140303,211000,1834.1000000,1834.1000000,1833.8000000,1833.8700000
SANDP-FUT,1,20140303,211100,1833.9000000,1834.0000000,1833.7200000,1833.7200000
SANDP-FUT,1,20140303,211200,1833.6500000,1833.6500000,1833.1000000,1833.1000000
SANDP-FUT,1,20140303,211300,1833.0100000,1833.0200000,1832.3000000,1833.0200000
SANDP-FUT,1,20140303,211400,1833.3100000,1838.2500000,1833.3100000,1838.2500000
SANDP-FUT,1,20140303,211500,1838.4300000,1838.5000000,1838.4300000,1838.5000000
SANDP-FUT,1,20140303,211600,1838.4500000,1838.4500000,1838.2300000,1838.2300000
SANDP-FUT,1,20140303,211700,1838.1000000,1838.1000000,1837.8800000,1837.8800000
SANDP-FUT,1,20140303,211800,1837.8000000,1837.8000000,1837.6700000,1837.7500000
SANDP-FUT,1,20140303,211900,1838.0000000,1838.0000000,1837.6300000,1837.6300000
SANDP-FUT,1,20140303,212000,1837.4000000,1837.4000000,1836.1000000,1836.2500000
SANDP-FUT,1,20140303,212100,1836.2000000,1837.0000000,1836.2000000,1837.0000000
SANDP-FUT,1,20140303,212200,1837.6500000,1837.6500000,1837.6500000,1837.6500000
SANDP-FUT,1,20140303,212300,1837.8700000,1838.3000000,1837.8700000,1838.3000000
SANDP-FUT,1,20140303,212500,1838.4200000,1838.4400000,1838.4200000,1838.4400000
SANDP-FUT,1,20140303,212600,1838.4800000,1839.0000000,1838.4800000,1839.0000000
SANDP-FUT,1,20140303,213400,1838.3500000,1838.3500000,1837.7000000,1837.7000000
SANDP-FUT,1,20140303,213500,1838.1000000,1838.6200000,1838.1000000,1838.6200000
SANDP-FUT,1,20140303,213600,1838.8000000,1839.0000000,1838.8000000,1839.0000000
SANDP-FUT,1,20140303,213800,1839.2000000,1839.2700000,1839.2000000,1839.2700000
SANDP-FUT,1,20140303,213900,1839.4000000,1839.7300000,1839.4000000,1839.4700000
SANDP-FUT,1,20140303,214000,1839.3500000,1839.3500000,1839.0000000,1839.0000000
SANDP-FUT,1,20140303,214100,1838.6000000,1838.6000000,1838.3200000,1838.3200000
SANDP-FUT,1,20140303,214200,1838.1500000,1838.1500000,1838.0000000,1838.0000000
SANDP-FUT,1,20140303,215100,1838.1000000,1838.2000000,1838.1000000,1838.2000000
SANDP-FUT,1,20140303,215200,1838.0000000,1838.0000000,1837.7300000,1837.7300000
SANDP-FUT,1,20140303,215300,1837.7800000,1837.9800000,1837.7800000,1837.9800000
SANDP-FUT,1,20140303,215400,1838.0700000,1838.2000000,1838.0700000,1838.1000000
SANDP-FUT,1,20140303,215500,1837.9000000,1837.9000000,1837.5000000,1837.5000000
SANDP-FUT,1,20140303,215700,1838.0700000,1838.0700000,1838.0700000,1838.0700000
SANDP-FUT,1,20140303,215800,1838.3500000,1839.1000000,1838.3500000,1839.1000000
SANDP-FUT,1,20140303,215900,1839.2000000,1839.5000000,1839.2000000,1839.5000000
SANDP-FUT,1,20140303,220400,1840.1000000,1841.3000000,1840.1000000,1841.3000000
SANDP-FUT,1,20140303,220500,1841.1500000,1841.1500000,1841.0000000,1841.0000000
SANDP-FUT,1,20140303,220600,1840.7000000,1840.9700000,1840.7000000,1840.9700000
SANDP-FUT,1,20140303,220700,1841.1000000,1841.5000000,1841.1000000,1841.5000000
SANDP-FUT,1,20140303,221300,1841.5000000,1841.5000000,1841.4500000,1841.4500000
SANDP-FUT,1,20140303,221400,1841.4300000,1841.4300000,1841.3000000,1841.3000000
SANDP-FUT,1,20140303,221700,1842.0000000,1842.0000000,1842.0000000,1842.0000000
SANDP-FUT,1,20140303,222600,1842.4000000,1843.2000000,1842.4000000,1843.2000000
SANDP-FUT,1,20140303,223500,1841.0000000,1841.0000000,1841.0000000,1841.0000000
SANDP-FUT,1,20140303,224300,1841.5000000,1841.5000000,1841.5000000,1841.5000000
SANDP-FUT,1,20140303,225600,1842.5000000,1843.0000000,1842.5000000,1843.0000000
SANDP-FUT,1,20140303,225700,1843.2000000,1844.1000000,1843.2000000,1844.1000000
SANDP-FUT,1,20140303,225800,1844.2000000,1844.2000000,1844.2000000,1844.2000000
SANDP-FUT,1,20140303,230000,1844.1000000,1844.1000000,1844.0000000,1844.0000000
SANDP-FUT,1,20140303,230700,1843.0000000,1843.0000000,1843.0000000,1843.0000000
SANDP-FUT,1,20140303,231100,1843.5000000,1843.5000000,1843.5000000,1843.5000000
SANDP-FUT,1,20140303,231200,1843.6700000,1844.0000000,1843.6700000,1844.0000000
SANDP-FUT,1,20140303,231400,1844.0000000,1844.0000000,1844.0000000,1844.0000000
SANDP-FUT,1,20140303,231500,1844.1800000,1844.9300000,1844.1800000,1844.9300000
SANDP-FUT,1,20140303,231600,1844.9500000,1845.0000000,1844.9500000,1845.0000000
SANDP-FUT,1,20140303,231800,1844.9000000,1844.9000000,1844.8000000,1844.8000000
SANDP-FUT,1,20140303,231900,1844.4000000,1844.4000000,1844.4000000,1844.4000000
SANDP-FUT,1,20140303,232000,1844.0000000,1844.0000000,1844.0000000,1844.0000000
SANDP-FUT,1,20140303,233100,1843.0000000,1843.0000000,1842.6300000,1842.6300000
SANDP-FUT,1,20140303,233200,1842.1700000,1842.1700000,1841.2500000,1841.5000000
SANDP-FUT,1,20140303,233700,1842.1000000,1842.7000000,1842.1000000,1842.7000000
SANDP-FUT,1,20140303,233800,1843.0000000,1843.0000000,1842.7000000,1842.7000000
SANDP-FUT,1,20140303,233900,1842.6700000,1842.6700000,1842.5000000,1842.5000000
SANDP-FUT,1,20140303,234000,1842.6700000,1842.7500000,1842.6700000,1842.7500000
SANDP-FUT,1,20140303,234100,1843.0000000,1843.0000000,1843.0000000,1843.0000000
SANDP-FUT,1,20140303,234200,1843.1900000,1843.1900000,1843.1900000,1843.1900000
SANDP-FUT,1,20140303,234300,1843.2100000,1844.5000000,1843.2100000,1844.5000000
SANDP-FUT,1,20140303,234400,1845.0000000,1845.0000000,1845.0000000,1845.0000000
SANDP-FUT,1,20140303,234500,1845.1000000,1845.1000000,1845.1000000,1845.1000000
SANDP-FUT,1,20140303,234600,1845.2000000,1845.2000000,1845.2000000,1845.2000000
SANDP-FUT,1,20140303,234900,1845.6300000,1845.6300000,1845.6300000,1845.6300000
SANDP-FUT,1,20140303,235000,1845.8500000,1846.3000000,1845.8500000,1846.2300000
SANDP-FUT,1,20140303,235100,1846.1000000,1846.1000000,1845.7000000,1845.7000000
SANDP-FUT,1,20140303,235200,1846.1000000,1846.5000000,1846.1000000,1846.5000000
SANDP-FUT,1,20140303,235900,1844.8000000,1844.8000000,1844.7400000,1844.7400000
SANDP-FUT,1,20140304,000000,1844.7300000,1844.7300000,1844.7000000,1844.7000000
SANDP-FUT,1,20140304,000100,1844.2000000,1844.2000000,1844.0000000,1844.0000000
SANDP-FUT,1,20140304,000200,1843.9000000,1843.9000000,1843.8000000,1843.8000000
SANDP-FUT,1,20140304,000300,1844.2000000,1844.2000000,1844.2000000,1844.2000000
SANDP-FUT,1,20140304,001500,1842.1000000,1842.1000000,1841.4000000,1841.4000000
SANDP-FUT,1,20140304,001600,1841.0000000,1841.0000000,1839.8800000,1839.8800000
SANDP-FUT,1,20140304,001700,1839.9000000,1840.0000000,1839.9000000,1840.0000000
SANDP-FUT,1,20140304,002500,1840.3800000,1840.7500000,1840.3800000,1840.7500000
SANDP-FUT,1,20140304,002600,1841.0000000,1841.5000000,1841.0000000,1841.5000000
SANDP-FUT,1,20140304,002900,1840.7500000,1840.7500000,1838.5000000,1838.5000000
SANDP-FUT,1,20140304,003300,1839.2500000,1840.0000000,1839.2500000,1840.0000000
SANDP-FUT,1,20140304,004000,1840.4000000,1841.2000000,1840.4000000,1841.2000000
SANDP-FUT,1,20140304,004400,1841.0600000,1841.0600000,1840.6200000,1840.7500000
SANDP-FUT,1,20140304,004500,1840.9300000,1843.1700000,1840.9300000,1843.1700000
SANDP-FUT,1,20140304,004600,1843.4000000,1843.5000000,1842.3000000,1842.3000000
SANDP-FUT,1,20140304,004900,1841.9700000,1841.9700000,1841.6300000,1841.6300000
SANDP-FUT,1,20140304,005000,1841.4800000,1841.4800000,1841.2000000,1841.4200000
SANDP-FUT,1,20140304,005100,1841.5000000,1841.5000000,1841.5000000,1841.5000000
SANDP-FUT,1,20140304,005500,1841.5300000,1841.5700000,1841.5300000,1841.5500000
SANDP-FUT,1,20140304,005600,1841.5400000,1841.5400000,1841.5000000,1841.5000000
SANDP-FUT,1,20140304,005700,1841.9000000,1842.3000000,1841.9000000,1842.1000000
SANDP-FUT,1,20140304,005800,1842.0000000,1842.5000000,1842.0000000,1842.5000000
SANDP-FUT,1,20140304,010000,1842.8300000,1843.9700000,1842.8300000,1843.9700000
SANDP-FUT,1,20140304,010100,1844.0600000,1844.0800000,1843.2000000,1843.3800000
SANDP-FUT,1,20140304,010200,1843.4000000,1843.7000000,1843.4000000,1843.7000000
SANDP-FUT,1,20140304,010300,1843.7500000,1844.0000000,1843.7500000,1844.0000000
SANDP-FUT,1,20140304,010500,1844.2000000,1844.2000000,1844.0700000,1844.0700000
SANDP-FUT,1,20140304,010600,1844.0000000,1844.2200000,1843.9600000,1844.2200000
SANDP-FUT,1,20140304,010700,1844.3300000,1844.3300000,1843.8300000,1843.8300000
SANDP-FUT,1,20140304,010800,1843.7000000,1843.7000000,1843.7000000,1843.7000000
SANDP-FUT,1,20140304,010900,1843.8500000,1844.0000000,1843.8500000,1844.0000000
SANDP-FUT,1,20140304,011100,1843.5000000,1843.5000000,1843.5000000,1843.5000000
SANDP-FUT,1,20140304,011400,1843.5800000,1843.6800000,1843.5000000,1843.5000000
SANDP-FUT,1,20140304,011500,1843.4400000,1843.4400000,1843.0000000,1843.0000000
SANDP-FUT,1,20140304,011800,1843.3000000,1843.3000000,1843.3000000,1843.3000000
SANDP-FUT,1,20140304,012100,1843.2000000,1843.2000000,1843.1000000,1843.1000000
SANDP-FUT,1,20140304,013100,1843.1200000,1843.2100000,1843.1200000,1843.2100000
SANDP-FUT,1,20140304,013200,1843.2200000,1843.5900000,1843.2200000,1843.5900000
SANDP-FUT,1,20140304,013300,1843.6000000,1843.6000000,1843.6000000,1843.6000000
SANDP-FUT,1,20140304,013400,1843.5700000,1843.5700000,1843.4900000,1843.4900000
SANDP-FUT,1,20140304,013500,1843.4800000,1843.4800000,1843.4000000,1843.4000000
SANDP-FUT,1,20140304,013600,1843.4300000,1843.7000000,1843.4300000,1843.7000000
SANDP-FUT,1,20140304,021100,1843.7500000,1843.7800000,1843.7500000,1843.7800000
SANDP-FUT,1,20140304,021200,1843.8000000,1843.8500000,1843.8000000,1843.8500000
SANDP-FUT,1,20140304,021300,1843.8800000,1844.0000000,1843.8800000,1844.0000000
SANDP-FUT,1,20140304,021500,1844.0000000,1844.0000000,1844.0000000,1844.0000000
SANDP-FUT,1,20140304,030400,1844.0600000,1844.4300000,1844.0600000,1844.4300000
SANDP-FUT,1,20140304,030500,1844.4600000,1844.6000000,1844.4600000,1844.6000000
SANDP-FUT,1,20140304,032300,1844.8000000,1844.8000000,1844.8000000,1844.8000000
SANDP-FUT,1,20140304,032700,1844.9000000,1844.9600000,1844.9000000,1844.9600000
SANDP-FUT,1,20140304,032800,1844.9700000,1845.0900000,1844.9700000,1845.0900000
SANDP-FUT,1,20140304,032900,1845.1000000,1845.1000000,1845.1000000,1845.1000000
SANDP-FUT,1,20140304,040700,1845.1300000,1845.4000000,1845.1300000,1845.4000000
SANDP-FUT,1,20140304,042200,1845.4400000,1845.8700000,1845.4400000,1845.8700000
SANDP-FUT,1,20140304,042300,1845.8900000,1845.9000000,1845.8900000,1845.9000000
SANDP-FUT,1,20140304,042400,1845.9100000,1846.0000000,1845.9100000,1846.0000000
SANDP-FUT,1,20140304,044400,1845.8100000,1845.8100000,1845.1000000,1845.1000000
SANDP-FUT,1,20140304,044500,1845.0700000,1845.0700000,1844.7000000,1844.7000000
SANDP-FUT,1,20140304,044700,1844.6800000,1844.6800000,1844.5600000,1844.5600000
SANDP-FUT,1,20140304,044800,1844.5500000,1844.5500000,1844.5000000,1844.5000000
SANDP-FUT,1,20140304,051000,1844.6300000,1844.7600000,1844.6300000,1844.7600000
SANDP-FUT,1,20140304,051100,1844.8000000,1845.4000000,1844.8000000,1845.4000000
SANDP-FUT,1,20140304,051500,1845.4700000,1845.6700000,1845.4700000,1845.6600000
SANDP-FUT,1,20140304,051600,1845.6800000,1845.7800000,1845.6000000,1845.6000000
SANDP-FUT,1,20140304,052000,1845.6600000,1846.0900000,1845.6600000,1846.0900000
SANDP-FUT,1,20140304,052100,1846.1200000,1846.9000000,1846.1200000,1846.9000000
SANDP-FUT,1,20140304,053300,1846.8900000,1846.8900000,1846.8900000,1846.8900000
SANDP-FUT,1,20140304,053400,1846.8800000,1846.8800000,1846.8000000,1846.8000000
SANDP-FUT,1,20140304,053600,1846.8300000,1846.9900000,1846.8300000,1846.9900000
SANDP-FUT,1,20140304,053700,1847.0000000,1847.0000000,1847.0000000,1847.0000000
SANDP-FUT,1,20140304,054200,1846.9000000,1846.9000000,1846.7300000,1846.7300000
SANDP-FUT,1,20140304,054300,1846.6600000,1846.6600000,1845.9000000,1845.9000000
